id,stage,diff,breed,win,rank,wave_reached,wave_pct,score,kills,max_combo,clear_time,hp_remaining,hp_pct,coins_earned,upgrade_total,lang,ts,upgrade_house,upgrade_pow,upgrade_rate,upgrade_combo,upgrade_ally,upgrade_barkCd,upgrade_bark,upgrade_speed,upgrade_blast,upgrade_trap
nNwcVz86k1DM11WXxHaw,park,normal,shiba,TRUE,S,12,100,397070,333,49,196,10,50,8903,40,ja,2026-06-19T17:17:15.662Z,5,5,5,3,2,3,5,5,4,3
o5Mdqyl3xViKPDYIC1e7,park,easy,husky,TRUE,S,12,100,235010,242,37,147.4,22,100,3711,40,ja,2026-06-22T06:35:37.076Z,5,5,5,3,2,3,5,5,4,3
oE8hGiov48BzIti94kTV,snow,endless,shiba,FALSE,-,44,44,320655790,16091,1868,1942,19,95,0,40,ja,2026-06-18T05:46:56.349Z,5,5,5,3,2,3,5,5,4,3
oOLOJPNMDNcJSUUUmG6E,park,easy,golden,TRUE,S,12,100,269400,265,37,155.4,20,91,4246,40,ja,2026-06-22T06:48:33.528Z,5,5,5,3,2,3,5,5,4,3
oaj3nhXWqO8lGpmZ6uiY,beach,endless,pug,FALSE,-,4,4,84080,96,30,76.7,0,0,3363,0,ja,2026-06-15T15:31:43.593Z,,,,,,,,,,
p0G9xGkfJKt0jOLVNZbM,park,easy,shiba,TRUE,S,12,100,218470,229,37,166.5,10,83,3454,0,ja,2026-06-16T05:23:47.306Z,,,,,,,,,,
pC1OSncS9FEQRix9eHCh,park,endless,dal,FALSE,-,6,6,161470,157,40,101,0,0,6458,0,ja,2026-06-15T10:41:54.525Z,,,,,,,,,,
pfUV4CO4jvjcVU4V59KP,park,normal,shiba,FALSE,-,4,33,38220,62,16,71.3,0,0,849,0,ja,2026-06-15T06:57:41.466Z,,,,,,,,,,
pyBvZyVlz7eh7CQFVgsm,park,normal,corgi,TRUE,S,12,100,490800,385,57,204.2,12,75,10986,15,ja,2026-06-15T07:50:19.236Z,3,5,1,,2,,1,1,1,1
q29COKxh0YeAqVB30IdR,park,endless,husky,FALSE,-,7,7,361040,244,67,124.3,0,0,14441,14,ja,2026-06-15T15:46:16.505Z,1,1,1,2,1,2,1,1,2,2
qFUvVvGI3kyVM6RJyTpp,snow,endless,golden,FALSE,-,64,65,1000198200,36330,1858,4184.5,12,60,0,40,ja,2026-06-20T18:50:52.900Z,5,5,5,3,2,3,5,5,4,3
qJVOsWiUq6o4IgaR1vfh,snow,endless,dal,FALSE,-,5,5,145740,137,38,78.7,19,95,0,40,ja,2026-06-15T16:13:21.577Z,5,5,5,3,2,3,5,5,4,3
qU0hykmxQ2YXirPVmDlD,beach,easy,husky,TRUE,S,12,100,286870,276,41,172.9,10,83,4518,0,ja,2026-06-22T06:58:25.991Z,,,,,,,,,,
qbCUEyT4axExGkICMz0y,park,easy,dal,TRUE,S,12,100,228240,237,36,161.6,12,100,3606,0,ja,2026-06-22T06:32:59.545Z,,,,,,,,,,
qpE3bBUCRsxuaVrBILAx,park,easy,shiba,TRUE,S,12,100,311030,295,44,181.6,11,92,4894,0,ja,2026-06-15T12:16:11.554Z,,,,,,,,,,
rL41Mf7xsQ4efWZrujUp,snow,normal,golden,FALSE,-,5,42,123310,132,29,98.5,0,0,2740,0,ja,2026-06-15T06:38:32.450Z,,,,,,,,,,
rVzoiTrZPZ3cfFNVXhnz,park,normal,husky,FALSE,-,7,58,99290,126,30,106.9,0,0,2206,0,ja,2026-06-22T06:49:59.868Z,,,,,,,,,,
s6X30EIZrb0IsHgucfLa,snow,endless,golden,FALSE,-,12,12,4392260,1165,209,284.6,0,0,175690,40,ja,2026-06-15T15:54:04.632Z,5,5,5,3,2,3,5,5,4,3
sU56yFKbU43dKkhhW5WG,park,endless,husky,FALSE,-,10,10,1484960,589,131,181.9,0,0,59398,26,ja,2026-06-15T10:50:27.276Z,2,3,4,3,2,3,2,2,4,1
swATh46C3gHiSVOm3wpm,beach,hard,golden,FALSE,-,6,50,236150,199,43,124.1,0,0,7871,11,ja,2026-06-15T09:11:12.820Z,1,2,1,1,1,1,1,1,1,1
tbu8exRHTtQydBPOcXWk,beach,endless,corgi,FALSE,-,11,11,2356390,815,147,218.6,4,20,0,40,ja,2026-06-15T16:10:28.089Z,5,5,5,3,2,3,5,5,4,3
tdkaHuZIOWKTFCJz7w0E,snow,hard,husky,FALSE,-,9,75,674310,426,66,195.7,0,0,22477,11,ja,2026-06-15T09:17:11.532Z,1,2,1,1,1,1,1,1,1,1
tuZ9XPw6mIYHp2Pjve89,beach,normal,golden,FALSE,-,4,33,55250,76,23,67.2,0,0,1227,3,en,2026-06-22T06:44:58.403Z,,1,1,,,,1,,,
u4pAbOEjpTISWaea343J,snow,endless,husky,FALSE,-,25,25,52455180,6014,483,900,19,95,0,40,ja,2026-06-15T11:17:33.955Z,5,5,5,3,2,3,5,5,4,3
u5nB7nEylCRb1v2vbyUS,park,easy,shiba,TRUE,S,12,100,310860,295,44,188.8,11,92,4891,0,ja,2026-06-15T12:39:09.269Z,,,,,,,,,,
uALfjU43tfvdBUJMhq7p,park,normal,shiba,FALSE,-,5,42,64550,87,21,83.9,0,0,0,0,ja,2026-06-15T17:37:40.193Z,,,,,,,,,,
uLciKMIvcKTNVxuDHIMp,park,hard,golden,TRUE,S,12,100,823730,517,76,224.4,11,79,27577,22,ja,2026-06-15T07:02:24.617Z,3,5,3,1,2,,3,1,3,1
uQtqlXREYatxFltzEhEi,beach,normal,shiba,FALSE,-,11,92,398560,341,49,190.4,0,0,8856,3,en,2026-06-22T06:50:55.130Z,,1,1,,,,1,,,
v4M7igrlAtpXkznXZNB9,park,endless,husky,FALSE,-,6,6,192200,166,49,98.4,0,0,7688,15,ja,2026-06-15T07:12:12.045Z,3,5,1,,2,,1,1,1,1
vkKAzrbjkauzi5PCBh27,park,normal,shiba,FALSE,-,6,50,65110,97,21,87.1,0,0,1446,0,ja,2026-06-27T14:09:31.994Z,,,,,,,,,,
w2xjfsq0VZTkRj8Svyok,park,easy,pug,TRUE,S,12,100,308440,295,44,203.6,10,83,4853,3,en,2026-06-15T06:58:02.407Z,,1,1,,,,1,,,
w6wKK9SNEgx42CLlrXhq,park,normal,shiba,FALSE,-,4,33,43430,62,18,65.6,0,0,965,0,ja,2026-06-15T07:04:43.001Z,,,,,,,,,,
wWcMRty37DQRSqVYv7KB,park,normal,pug,TRUE,S,12,100,470400,385,57,212.4,3,30,10533,0,ja,2026-06-15T15:28:51.913Z,,,,,,,,,,
wmAvtyndlSJHxiLPfWzb,park,easy,corgi,FALSE,-,6,50,60460,90,19,103.6,0,0,940,0,ja,2026-06-15T14:08:42.633Z,,,,,,,,,,
xJpDcoqygk5V6RaQ3I5Y,snow,normal,shiba,FALSE,-,5,42,129250,133,32,92,0,0,2872,0,ja,2026-06-22T07:34:15.111Z,,,,,,,,,,
xbnIf0rN2gcrDKDBfskb,park,normal,shiba,FALSE,-,12,100,406730,363,45,212.4,0,0,9038,0,ja,2026-06-15T06:08:07.887Z,,,,,,,,,,
xm86DFcUu9qhGe3lX6hf,park,endless,husky,FALSE,-,7,7,245470,201,60,118.7,0,0,9818,0,ja,2026-06-15T10:46:06.243Z,,,,,,,,,,
yGDpaBfK59vqwnj34R96,beach,hard,corgi,FALSE,-,4,33,87830,106,27,77.5,0,0,2927,39,ja,2026-06-15T16:24:28.731Z,4,5,5,3,2,3,5,5,4,3
zCBDu5U42vYevJ6zHcLk,park,endless,husky,FALSE,-,6,6,119410,128,39,90.7,0,0,4776,0,ja,2026-06-15T10:44:01.375Z,,,,,,,,,,
zZQhHlLGBhLZIMa4HHZT,snow,easy,shiba,TRUE,S,12,100,384100,355,45,208.9,6,50,6030,0,ja,2026-06-22T07:10:14.460Z,,,,,,,,,,
za94qvdSngkWyhfyoSRo,snow,easy,dal,FALSE,-,4,33,50950,72,22,84.6,0,0,792,0,ja,2026-06-22T07:03:58.419Z,,,,,,,,,,
zkDWEM2QfK5yQ8ZJg97F,park,normal,corgi,FALSE,-,6,50,80390,109,28,100.9,0,0,1786,0,ja,2026-06-22T07:39:56.594Z,,,,,,,,,,
